"source_route","source_file","source_line","locale","page_type","link_text","link_type","target_original","target_normalized","fragment","source_or_rendered","http_status_initial","http_status_final","final_url","redirect_hops","content_type","result_category","claim_context","supports_adjacent_claim","support_status","evidence_note","severity","recommended_action"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","32","en","article","How to Measure Decibels With an Android Phone","internal_navigation","/articles/how-to-measure-decibels-with-android-phone/","https://dbcheck.app/articles/how-to-measure-decibels-with-android-phone/","","rendered_html","200","200","https://dbcheck.app/articles/how-to-measure-decibels-with-android-phone/","0","text/html","OK_DIRECT","How to Measure Decibels With an Android Phone","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","199","en","article","Kardous and Shaw 2014","editorial_evidence","https://europepmc.org/article/MED/25236152","https://europepmc.org/article/MED/25236152","","rendered_html","200","200","https://europepmc.org/article/MED/25236152","0","text/html;charset=UTF-8","OK_DIRECT","Kardous and Shaw 2014","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","201","en","article","Kardous and Shaw 2016","editorial_evidence","https://europepmc.org/article/MED/27794313","https://europepmc.org/article/MED/27794313","","rendered_html","200","200","https://europepmc.org/article/MED/27794313","0","text/html;charset=UTF-8","OK_DIRECT","Kardous and Shaw 2016","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","200","en","article","Murphy and King","editorial_evidence","https://doi.org/10.1016/j.apacoust.2015.12.012","https://linkinghub.elsevier.com/retrieve/pii/S0003682X15003667","","rendered_html","302","200","https://linkinghub.elsevier.com/retrieve/pii/S0003682X15003667","1","text/html;charset=UTF-8","OK_REDIRECTED","Murphy and King","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","201","en","article","Kardous and Shaw 2016","editorial_evidence","https://europepmc.org/article/MED/27794313","https://europepmc.org/article/MED/27794313","","rendered_html","200","200","https://europepmc.org/article/MED/27794313","0","text/html;charset=UTF-8","OK_DIRECT","Kardous and Shaw 2016","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","204","en","article","Huyan et al.","editorial_evidence","https://doi.org/10.2196/46846","https://mhealth.jmir.org/2023/1/e46846","","rendered_html","302","202","https://mhealth.jmir.org/2023/1/e46846","1","text/html; charset=UTF-8","OK_REDIRECTED","Huyan et al.","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","202","en","article","Celestina et al. 2018","editorial_evidence","https://doi.org/10.1016/j.apacoust.2018.04.011","https://linkinghub.elsevier.com/retrieve/pii/S0003682X17309945","","rendered_html","302","200","https://linkinghub.elsevier.com/retrieve/pii/S0003682X17309945","1","text/html;charset=UTF-8","OK_REDIRECTED","Celestina et al. 2018","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","195","en","article","NIOSH","editorial_evidence","https://www.cdc.gov/niosh/noise/about/app.html","https://www.cdc.gov/niosh/noise/about/app.html","","rendered_html","200","200","https://www.cdc.gov/niosh/noise/about/app.html","0","text/html","OK_DIRECT","NIOSH","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","68","en","article","Why Do Decibel Meter Apps Show Different Results?","internal_navigation","/articles/why-decibel-meter-apps-show-different-results/","https://dbcheck.app/articles/why-decibel-meter-apps-show-different-results/","","rendered_html","200","200","https://dbcheck.app/articles/why-decibel-meter-apps-show-different-results/","0","text/html","OK_DIRECT","Why Do Decibel Meter Apps Show Different Results?","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","203","en","article","Serpanos et al.","editorial_evidence","https://europepmc.org/article/MED/33469901","https://europepmc.org/article/MED/33469901","","rendered_html","200","200","https://europepmc.org/article/MED/33469901","0","text/html;charset=UTF-8","OK_DIRECT","Serpanos et al.","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","83","en","article","What Is Sound Pressure Level? SPL Explained","internal_navigation","/articles/what-is-sound-pressure-level/","https://dbcheck.app/articles/what-is-sound-pressure-level/","","rendered_html","200","200","https://dbcheck.app/articles/what-is-sound-pressure-level/","0","text/html","OK_DIRECT","What Is Sound Pressure Level? SPL Explained","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","197","en","article","Android AGC","editorial_evidence","https://developer.android.com/reference/kotlin/android/media/audiofx/AutomaticGainControl","https://developer.android.com/reference/kotlin/android/media/audiofx/AutomaticGainControl","","rendered_html","200","200","https://developer.android.com/reference/kotlin/android/media/audiofx/AutomaticGainControl","0","text/html; charset=utf-8","OK_DIRECT","Android AGC","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","198","en","article","Android audio source","editorial_evidence","https://developer.android.com/reference/kotlin/android/media/MediaRecorder.AudioSource","https://developer.android.com/reference/kotlin/android/media/MediaRecorder.AudioSource","","rendered_html","200","200","https://developer.android.com/reference/kotlin/android/media/MediaRecorder.AudioSource","0","text/html; charset=utf-8","OK_DIRECT","Android audio source","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","205","en","article","McLennon et al.","editorial_evidence","https://pubmed.ncbi.nlm.nih.gov/31356145/","https://pubmed.ncbi.nlm.nih.gov/31356145/","","rendered_html","203","203","https://pubmed.ncbi.nlm.nih.gov/31356145/","0","text/html; charset=utf-8","OK_DIRECT","McLennon et al.","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","206","en","article","Lee and Hampton","editorial_evidence","https://doi.org/10.1016/j.jcrc.2023.154435","https://linkinghub.elsevier.com/retrieve/pii/S0883944123001843","","rendered_html","302","200","https://linkinghub.elsevier.com/retrieve/pii/S0883944123001843","1","text/html;charset=UTF-8","OK_REDIRECTED","Lee and Hampton","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","120","en","article","dB vs dBA: What Is the Difference?","internal_navigation","/articles/db-vs-dba/","https://dbcheck.app/articles/db-vs-dba/","","rendered_html","200","200","https://dbcheck.app/articles/db-vs-dba/","0","text/html","OK_DIRECT","dB vs dBA: What Is the Difference?","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","138","en","article","How to Calibrate a Decibel Meter App","internal_navigation","/articles/how-to-calibrate-a-decibel-meter-app/","https://dbcheck.app/articles/how-to-calibrate-a-decibel-meter-app/","","rendered_html","200","200","https://dbcheck.app/articles/how-to-calibrate-a-decibel-meter-app/","0","text/html","OK_DIRECT","How to Calibrate a Decibel Meter App","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","196","en","article","OSHA","editorial_evidence","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","","rendered_html","200","200","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","0","text/html; charset=UTF-8","OK_DIRECT","OSHA","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","172","en","article","Phone Sound Meter vs Professional Sound Level Meter","internal_navigation","/articles/phone-sound-meter-vs-professional-meter/","https://dbcheck.app/articles/phone-sound-meter-vs-professional-meter/","","rendered_html","200","200","https://dbcheck.app/articles/phone-sound-meter-vs-professional-meter/","0","text/html","OK_DIRECT","Phone Sound Meter vs Professional Sound Level Meter","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","195","en","article","https://www.cdc.gov/niosh/noise/about/app.html","editorial_evidence","https://www.cdc.gov/niosh/noise/about/app.html","https://www.cdc.gov/niosh/noise/about/app.html","","rendered_html","200","200","https://www.cdc.gov/niosh/noise/about/app.html","0","text/html","OK_DIRECT","https://www.cdc.gov/niosh/noise/about/app.html","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","196","en","article","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","editorial_evidence","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","","rendered_html","200","200","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","0","text/html; charset=UTF-8","OK_DIRECT","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","197","en","article","https://developer.android.com/reference/kotlin/android/media/audiofx/AutomaticGainControl","editorial_evidence","https://developer.android.com/reference/kotlin/android/media/audiofx/AutomaticGainControl","https://developer.android.com/reference/kotlin/android/media/audiofx/AutomaticGainControl","","rendered_html","200","200","https://developer.android.com/reference/kotlin/android/media/audiofx/AutomaticGainControl","0","text/html; charset=utf-8","OK_DIRECT","https://developer.android.com/reference/kotlin/android/media/audiofx/AutomaticGainControl","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","198","en","article","https://developer.android.com/reference/kotlin/android/media/MediaRecorder.AudioSource","editorial_evidence","https://developer.android.com/reference/kotlin/android/media/MediaRecorder.AudioSource","https://developer.android.com/reference/kotlin/android/media/MediaRecorder.AudioSource","","rendered_html","200","200","https://developer.android.com/reference/kotlin/android/media/MediaRecorder.AudioSource","0","text/html; charset=utf-8","OK_DIRECT","https://developer.android.com/reference/kotlin/android/media/MediaRecorder.AudioSource","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","199","en","article","https://europepmc.org/article/MED/25236152","editorial_evidence","https://europepmc.org/article/MED/25236152","https://europepmc.org/article/MED/25236152","","rendered_html","200","200","https://europepmc.org/article/MED/25236152","0","text/html;charset=UTF-8","OK_DIRECT","https://europepmc.org/article/MED/25236152","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","200","en","article","https://doi.org/10.1016/j.apacoust.2015.12.012","editorial_evidence","https://doi.org/10.1016/j.apacoust.2015.12.012","https://linkinghub.elsevier.com/retrieve/pii/S0003682X15003667","","rendered_html","302","200","https://linkinghub.elsevier.com/retrieve/pii/S0003682X15003667","1","text/html;charset=UTF-8","OK_REDIRECTED","https://doi.org/10.1016/j.apacoust.2015.12.012","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","201","en","article","https://europepmc.org/article/MED/27794313","editorial_evidence","https://europepmc.org/article/MED/27794313","https://europepmc.org/article/MED/27794313","","rendered_html","200","200","https://europepmc.org/article/MED/27794313","0","text/html;charset=UTF-8","OK_DIRECT","https://europepmc.org/article/MED/27794313","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","202","en","article","https://doi.org/10.1016/j.apacoust.2018.04.011","editorial_evidence","https://doi.org/10.1016/j.apacoust.2018.04.011","https://linkinghub.elsevier.com/retrieve/pii/S0003682X17309945","","rendered_html","302","200","https://linkinghub.elsevier.com/retrieve/pii/S0003682X17309945","1","text/html;charset=UTF-8","OK_REDIRECTED","https://doi.org/10.1016/j.apacoust.2018.04.011","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","203","en","article","https://europepmc.org/article/MED/33469901","editorial_evidence","https://europepmc.org/article/MED/33469901","https://europepmc.org/article/MED/33469901","","rendered_html","200","200","https://europepmc.org/article/MED/33469901","0","text/html;charset=UTF-8","OK_DIRECT","https://europepmc.org/article/MED/33469901","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","204","en","article","https://doi.org/10.2196/46846","editorial_evidence","https://doi.org/10.2196/46846","https://mhealth.jmir.org/2023/1/e46846","","rendered_html","302","202","https://mhealth.jmir.org/2023/1/e46846","1","text/html; charset=UTF-8","OK_REDIRECTED","https://doi.org/10.2196/46846","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","205","en","article","https://pubmed.ncbi.nlm.nih.gov/31356145/","editorial_evidence","https://pubmed.ncbi.nlm.nih.gov/31356145/","https://pubmed.ncbi.nlm.nih.gov/31356145/","","rendered_html","203","203","https://pubmed.ncbi.nlm.nih.gov/31356145/","0","text/html; charset=utf-8","OK_DIRECT","https://pubmed.ncbi.nlm.nih.gov/31356145/","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","206","en","article","https://doi.org/10.1016/j.jcrc.2023.154435","editorial_evidence","https://doi.org/10.1016/j.jcrc.2023.154435","https://linkinghub.elsevier.com/retrieve/pii/S0883944123001843","","rendered_html","302","200","https://linkinghub.elsevier.com/retrieve/pii/S0883944123001843","1","text/html;charset=UTF-8","OK_REDIRECTED","https://doi.org/10.1016/j.jcrc.2023.154435","yes","SUPPORTED_DIRECTLY","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","31","en","article","What Is a Decibel? A Simple Guide to Sound Levels A clear explanation of what decibels measure, why the dB scale is logarithmic, how dB differs from dBA, and how to interpret common level changes.","internal_navigation","/articles/what-is-a-decibel/","https://dbcheck.app/articles/what-is-a-decibel/","","rendered_html","200","200","https://dbcheck.app/articles/what-is-a-decibel/","0","text/html","OK_DIRECT","What Is a Decibel? A Simple Guide to Sound Levels A clear explanation of what decibels measure, why the dB scale is logarithmic, how dB differs from dBA, and how to interpret common level changes.","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","32","en","article","How to Measure Decibels With an Android Phone Measure environmental sound with an Android phone while controlling position, distance, duration, settings, and common sources of error.","internal_navigation","/articles/how-to-measure-decibels-with-android-phone/","https://dbcheck.app/articles/how-to-measure-decibels-with-android-phone/","","rendered_html","200","200","https://dbcheck.app/articles/how-to-measure-decibels-with-android-phone/","0","text/html","OK_DIRECT","How to Measure Decibels With an Android Phone Measure environmental sound with an Android phone while controlling position, distance, duration, settings, and common sources of error.","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","68","en","article","Why Do Decibel Meter Apps Show Different Results? Why sound meter apps can display different dB values because of weighting, response time, averaging, calibration, audio processing, and phone hardware.","internal_navigation","/articles/why-decibel-meter-apps-show-different-results/","https://dbcheck.app/articles/why-decibel-meter-apps-show-different-results/","","rendered_html","200","200","https://dbcheck.app/articles/why-decibel-meter-apps-show-different-results/","0","text/html","OK_DIRECT","Why Do Decibel Meter Apps Show Different Results? Why sound meter apps can display different dB values because of weighting, response time, averaging, calibration, audio processing, and phone hardware.","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","83","en","article","What Is Sound Pressure Level? SPL Explained An explanation of sound pressure, SPL, the 20 micropascal reference, the SPL formula, distance effects, and the limits of smartphone measurements.","internal_navigation","/articles/what-is-sound-pressure-level/","https://dbcheck.app/articles/what-is-sound-pressure-level/","","rendered_html","200","200","https://dbcheck.app/articles/what-is-sound-pressure-level/","0","text/html","OK_DIRECT","What Is Sound Pressure Level? SPL Explained An explanation of sound pressure, SPL, the 20 micropascal reference, the SPL formula, distance effects, and the limits of smartphone measurements.","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","1","en","article","See dBcheck measurement features →","internal_fragment","/#features","https://dbcheck.app/#features","features","rendered_html","200","200","https://dbcheck.app/#features","0","text/html","OK_DIRECT","See dBcheck measurement features →","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","1","en","article","Tools","internal_navigation","/tools/","https://dbcheck.app/tools/","","rendered_html","200","200","https://dbcheck.app/tools/","0","text/html","OK_DIRECT","Tools","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","1","en","article","Features","internal_fragment","/#features","https://dbcheck.app/#features","features","rendered_html","200","200","https://dbcheck.app/#features","0","text/html","OK_DIRECT","Features","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","1","en","article","Pricing","internal_fragment","/#pricing","https://dbcheck.app/#pricing","pricing","rendered_html","200","200","https://dbcheck.app/#pricing","0","text/html","OK_DIRECT","Pricing","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","31","en","article","Articles","internal_navigation","/articles/","https://dbcheck.app/articles/","","rendered_html","200","200","https://dbcheck.app/articles/","0","text/html","OK_DIRECT","Articles","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","1","en","article","Coming soon to Google Play","internal_fragment","/#get","https://dbcheck.app/#get","get","rendered_html","200","200","https://dbcheck.app/#get","0","text/html","OK_DIRECT","Coming soon to Google Play","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","1","en","article","Listen to the page","internal_fragment","/#hero","https://dbcheck.app/#hero","hero","rendered_html","200","200","https://dbcheck.app/#hero","0","text/html","OK_DIRECT","Listen to the page","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","1","en","article","Contact","publisher_contact_email","mailto:contact@finnvek.com","mailto:contact@finnvek.com","","rendered_html","","","mailto:contact@finnvek.com","0","message/rfc822 URI","UNVERIFIABLE","Contact","not_applicable","NO_SOURCE_NEEDED","Mail link syntax verified; no delivery attempt was made.","","KEEP AS IS"
"/articles/are-decibel-meter-apps-accurate/","src/content/articles/en/are-decibel-meter-apps-accurate.md","1","en","article","Finnvek","publisher_link","https://finnvek.com","https://finnvek.com","","rendered_html","200","200","https://finnvek.com","0","text/html; charset=utf-8","OK_DIRECT","Finnvek","not_applicable","NO_SOURCE_NEEDED","GET with redirects enabled reached the intended resource.","","KEEP AS IS"
"/articles/db-vs-dba/","src/content/articles/en/db-vs-dba.md","1","en","article","Skip to content","internal_fragment","#main","https://dbcheck.app/articles/db-vs-dba/#main","main","rendered_html","200","200","https://dbcheck.app/articles/db-vs-dba/#main","0","text/html","OK_DIRECT","Skip to content","not_applicable","NO_SOURCE_NEEDED","Fresh build target and fragment verified; local and live route returned 200.","","KEEP AS IS"
