"claim_id","route","source_file","source_line","locale","page_type","claim_type","exact_claim","current_citation","authoritative_source","source_location","fact_status","severity","confidence","reasoning_summary","minimal_correction","related_translation_route","localization_status","product_evidence","owner_decision_applies","notes"
"FACT-0011","/articles/what-is-a-safe-decibel-level/","src/content/articles/en/what-is-a-safe-decibel-level.md","1","en","article","metadata_and_route_identity","Title: What Is a Safe Decibel Level? | dBcheck; description: Why no single decibel level is safe in every situation, how sound level and duration interact, and how NIOSH, OSHA, WHO, and EU guidance differ.; canonical: https://dbcheck.app/articles/what-is-a-safe-decibel-level/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/de/artikel/welcher-dezibelwert-ist-sicher/","MATCHES_SOURCE_LANGUAGE","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0012","/articles/what-is-noise-dose/","src/content/articles/en/what-is-noise-dose.md","1","en","article","metadata_and_route_identity","Title: What Is Noise Dose? | dBcheck; description: What noise dose percentages mean, how sound level and exposure time accumulate, what 100% dose represents, and why NIOSH and OSHA dose values differ.; canonical: https://dbcheck.app/articles/what-is-noise-dose/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/de/artikel/was-ist-eine-laermdosis/","MATCHES_SOURCE_LANGUAGE","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0013","/articles/what-is-sound-pressure-level/","src/content/articles/en/what-is-sound-pressure-level.md","1","en","article","metadata_and_route_identity","Title: What Is Sound Pressure Level? SPL Explained | dBcheck; description: An explanation of sound pressure, SPL, the 20 micropascal reference, the SPL formula, distance effects, and the limits of smartphone measurements.; canonical: https://dbcheck.app/articles/what-is-sound-pressure-level/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/de/artikel/was-ist-schalldruckpegel/","MATCHES_SOURCE_LANGUAGE","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0014","/articles/why-decibel-meter-apps-show-different-results/","src/content/articles/en/why-decibel-meter-apps-show-different-results.md","1","en","article","metadata_and_route_identity","Title: Why Do Decibel Meter Apps Show Different Results? | dBcheck; description: Why sound meter apps can display different dB values because of weighting, response time, averaging, calibration, audio processing, and phone hardware.; canonical: https://dbcheck.app/articles/why-decibel-meter-apps-show-different-results/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/de/artikel/warum-dezibel-apps-unterschiedliche-werte-zeigen/","MATCHES_SOURCE_LANGUAGE","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0015","/articles/why-does-85-db-matter/","src/content/articles/en/why-does-85-db-matter.md","1","en","article","metadata_and_route_identity","Title: Why Does 85 dB Matter? | dBcheck; description: Why 85 dBA appears in hearing-risk guidance, what NIOSH means by 85 dBA for eight hours, and why it is not a universal safety threshold.; canonical: https://dbcheck.app/articles/why-does-85-db-matter/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/de/artikel/warum-sind-85-db-wichtig/","MATCHES_SOURCE_LANGUAGE","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0016","/articles/why-is-the-decibel-scale-logarithmic/","src/content/articles/en/why-is-the-decibel-scale-logarithmic.md","1","en","article","metadata_and_route_identity","Title: Why Is the Decibel Scale Logarithmic? | dBcheck; description: Why sound levels use a logarithmic scale, what common dB changes mean physically, and why decibel values cannot be handled like ordinary linear numbers.; canonical: https://dbcheck.app/articles/why-is-the-decibel-scale-logarithmic/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/de/artikel/warum-ist-die-dezibelskala-logarithmisch/","MATCHES_SOURCE_LANGUAGE","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0017","/de/alltagsgeraeusche/babygeschrei/","src/content/sounds/de/babygeschrei.md","1","de","sound_guide","metadata_and_route_identity","Title: Wie laut ist Babygeschrei? | dBcheck; description: Typische Dezibelwerte von Babygeschrei in Betreuungssituationen, der starke Einfluss kurzer Abstände und die Grenzen einer Smartphone-Messung.; canonical: https://dbcheck.app/de/alltagsgeraeusche/babygeschrei/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/sounds/baby-crying/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0018","/de/alltagsgeraeusche/","src/pages/de/alltagsgeraeusche/index.astro","1","de","sound_index","metadata_and_route_identity","Title: Alltagsgeräusche und Dezibelwerte | dBcheck; description: Vergleichen Sie typische Dezibelbereiche von Alltagsgeräuschen mit Abstand, Messgröße und Kontext.; canonical: https://dbcheck.app/de/alltagsgeraeusche/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/sounds/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0019","/de/alltagsgeraeusche/konzert/","src/content/sounds/de/konzert.md","1","de","sound_guide","metadata_and_route_identity","Title: Wie laut ist ein Konzert? | dBcheck; description: Typische Dezibelwerte bei Konzerten, der Einfluss des Standorts und der Unterschied zwischen LAeq, Maximum, Spitzenpegel und Expositionsdauer.; canonical: https://dbcheck.app/de/alltagsgeraeusche/konzert/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/sounds/concert/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0020","/de/alltagsgeraeusche/normales-gespraech/","src/content/sounds/de/normales-gespraech.md","1","de","sound_guide","metadata_and_route_identity","Title: Wie laut ist ein normales Gespräch? | dBcheck; description: Typische Dezibelwerte einer normalen Unterhaltung, der Einfluss von Abstand und Sprechweise sowie Hinweise für eine brauchbare Messung mit dem Smartphone.; canonical: https://dbcheck.app/de/alltagsgeraeusche/normales-gespraech/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/sounds/normal-conversation/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0021","/de/alltagsgeraeusche/rasenmaeher/","src/content/sounds/de/rasenmaeher.md","1","de","sound_guide","metadata_and_route_identity","Title: Wie laut ist ein Rasenmäher? | dBcheck; description: Typische Dezibelwerte am Ohr der bedienenden Person, Ursachen für wechselnden Rasenmäherlärm und Hinweise zu Gehörschutz und Smartphone-Messungen.; canonical: https://dbcheck.app/de/alltagsgeraeusche/rasenmaeher/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/sounds/lawn-mower/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0022","/de/alltagsgeraeusche/staubsauger/","src/content/sounds/de/staubsauger.md","1","de","sound_guide","metadata_and_route_identity","Title: Wie laut ist ein Staubsauger? | dBcheck; description: Typische Dezibelwerte von Staubsaugern, der Einfluss von Modell, Boden, Raum und Abstand sowie eine Anleitung für wiederholbare Smartphone-Vergleiche.; canonical: https://dbcheck.app/de/alltagsgeraeusche/staubsauger/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/sounds/vacuum-cleaner/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0023","/de/artikel/db-und-dba-unterschied/","src/content/articles/de/db-und-dba-unterschied.md","1","de","article","metadata_and_route_identity","Title: dB und dBA: Was ist der Unterschied? | dBcheck; description: Der praktische Unterschied zwischen dB und dBA, die Wirkung der A-Bewertung und die Frage, wann dB(C), dB(Z) oder eine genauere Messgröße nötig ist.; canonical: https://dbcheck.app/de/artikel/db-und-dba-unterschied/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/db-vs-dba/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0024","/de/artikel/dezibel-app-kalibrieren/","src/content/articles/de/dezibel-app-kalibrieren.md","1","de","article","metadata_and_route_identity","Title: Dezibel-App kalibrieren: So messen Sie genauer | dBcheck; description: So kalibrieren Sie eine Dezibel-App mit Referenzmessgerät oder Messmikrofon, berechnen den Korrekturwert und erkennen die Grenzen der Smartphone-Messung.; canonical: https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/how-to-calibrate-a-decibel-meter-app/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0025","/de/artikel/dezibel-messen-mit-android-handy/","src/content/articles/de/dezibel-messen-mit-android-handy.md","1","de","article","metadata_and_route_identity","Title: Dezibel messen mit Android: Schritt für Schritt | dBcheck; description: So messen Sie Umgebungsgeräusche mit einem Android-Handy: Position, Abstand, Messdauer, Kalibrierung und typische Fehlerquellen verständlich erklärt.; canonical: https://dbcheck.app/de/artikel/dezibel-messen-mit-android-handy/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/how-to-measure-decibels-with-android-phone/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0026","/de/artikel/","src/pages/de/artikel/index.astro","1","de","article_index","metadata_and_route_identity","Title: Artikel und Geräusch-Ratgeber | dBcheck; description: Quellenbasierte dBcheck-Ratgeber zu Dezibel, Smartphone-Messungen, Lärmexposition und Alltagsgeräuschen.; canonical: https://dbcheck.app/de/artikel/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0027","/de/artikel/laermexpositionsgrenzen-deutschland-eu/","src/content/articles/de/laermexpositionsgrenzen-deutschland-eu.md","1","de","article","metadata_and_route_identity","Title: Lärmexpositionsgrenzen in Deutschland und der EU | dBcheck; description: Was 80 und 85 dB(A) in Deutschland bedeuten, wie sie sich vom EU-Expositionsgrenzwert unterscheiden und welche Schutzmaßnahmen daraus folgen.; canonical: https://dbcheck.app/de/artikel/laermexpositionsgrenzen-deutschland-eu/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/niosh-vs-osha-noise-exposure-limits/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0028","/de/artikel/schallpegelmesser-app-vs-messgeraet/","src/content/articles/de/schallpegelmesser-app-vs-messgeraet.md","1","de","article","metadata_and_route_identity","Title: Handy-App vs Schallpegelmessgerät | dBcheck; description: Dezibel-App und professionelles Messgerät im Vergleich: Genauigkeit, Kalibrierung, Spitzenpegel, amtliche Verwertbarkeit, Kosten und Einsatzbereiche.; canonical: https://dbcheck.app/de/artikel/schallpegelmesser-app-vs-messgeraet/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/phone-sound-meter-vs-professional-meter/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0029","/de/artikel/sind-3-db-doppelt-so-laut/","src/content/articles/de/sind-3-db-doppelt-so-laut.md","1","de","article","metadata_and_route_identity","Title: Sind 3 dB doppelt so laut? Energie vs Lautheit | dBcheck; description: Warum 3 dB mehr die Schallenergie ungefähr verdoppeln, aber keine zweifache Lautheit bedeuten, und was Änderungen um 10 dB sowie gleiche Schallquellen aussagen.; canonical: https://dbcheck.app/de/artikel/sind-3-db-doppelt-so-laut/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/is-3-db-twice-as-loud/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0030","/de/artikel/sind-dezibel-apps-genau/","src/content/articles/de/sind-dezibel-apps-genau.md","1","de","article","metadata_and_route_identity","Title: Wie genau sind Dezibel-Apps? | dBcheck; description: Wie genau Dezibel-Apps messen, warum Android-Ergebnisse schwanken, was Kalibrierung verbessert und wann ein professionelles Messgerät nötig ist.; canonical: https://dbcheck.app/de/artikel/sind-dezibel-apps-genau/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/are-decibel-meter-apps-accurate/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0031","/de/artikel/warum-dezibel-apps-unterschiedliche-werte-zeigen/","src/content/articles/de/warum-dezibel-apps-unterschiedliche-werte-zeigen.md","1","de","article","metadata_and_route_identity","Title: Warum zeigen Dezibel-Apps unterschiedliche Werte? | dBcheck; description: Warum Dezibel-Apps unterschiedliche Werte anzeigen und welche Rolle Mikrofon, Kalibrierung, Frequenzbewertung, Mittelung und Android-Verarbeitung spielen.; canonical: https://dbcheck.app/de/artikel/warum-dezibel-apps-unterschiedliche-werte-zeigen/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/why-decibel-meter-apps-show-different-results/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0032","/de/artikel/warum-ist-die-dezibelskala-logarithmisch/","src/content/articles/de/warum-ist-die-dezibelskala-logarithmisch.md","1","de","article","metadata_and_route_identity","Title: Warum ist die Dezibelskala logarithmisch? | dBcheck; description: Warum Schallpegel logarithmisch angegeben werden, was Änderungen um 3, 6, 10 und 20 dB bedeuten und weshalb dB-Werte nicht normal addiert werden.; canonical: https://dbcheck.app/de/artikel/warum-ist-die-dezibelskala-logarithmisch/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/why-is-the-decibel-scale-logarithmic/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0033","/de/artikel/warum-sind-85-db-wichtig/","src/content/articles/de/warum-sind-85-db-wichtig.md","1","de","article","metadata_and_route_identity","Title: Warum sind 85 dB wichtig? | dBcheck; description: Warum 85 dB(A) im deutschen Arbeitsschutz der obere Auslösewert ist, wie Pegel und Dauer zusammenhängen und warum er keine universelle Gefahrengrenze ist.; canonical: https://dbcheck.app/de/artikel/warum-sind-85-db-wichtig/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/why-does-85-db-matter/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0034","/de/artikel/was-ist-ein-dezibel/","src/content/articles/de/was-ist-ein-dezibel.md","1","de","article","metadata_and_route_identity","Title: Was ist ein Dezibel? Schallpegel einfach erklärt | dBcheck; description: Was Dezibel messen, warum die dB-Skala logarithmisch ist, wie sich dB und dB(A) unterscheiden und was typische Pegeländerungen bedeuten.; canonical: https://dbcheck.app/de/artikel/was-ist-ein-dezibel/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/what-is-a-decibel/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0035","/de/artikel/was-ist-eine-laermdosis/","src/content/articles/de/was-ist-eine-laermdosis.md","1","de","article","metadata_and_route_identity","Title: Was ist eine Lärmdosis? | dBcheck; description: Wie eine Lärmdosis Pegel und Einwirkungszeit zu einem Prozentwert verbindet, was 100 Prozent bedeuten und warum das Bezugsmodell genannt werden muss.; canonical: https://dbcheck.app/de/artikel/was-ist-eine-laermdosis/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/what-is-noise-dose/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
"FACT-0036","/de/artikel/was-ist-schalldruckpegel/","src/content/articles/de/was-ist-schalldruckpegel.md","1","de","article","metadata_and_route_identity","Title: Was ist der Schalldruckpegel? SPL erklärt | dBcheck; description: Was Schalldruckpegel bedeutet, warum 20 Mikropascal als Bezug dienen, wie die SPL-Formel funktioniert und wie Position und Hardware das Ergebnis beeinflussen.; canonical: https://dbcheck.app/de/artikel/was-ist-schalldruckpegel/","","fresh local build and live production response","title, meta description, canonical, hreflang, sitemap and visible H1","NO_SOURCE_NEEDED","","high","Title and description match the visible subject; canonical is self-referencing; local and live bytes match.","KEEP AS IS","https://dbcheck.app/articles/what-is-sound-pressure-level/","VALID_LOCALIZATION","","no","Also covers mirrored Open Graph/Twitter descriptions and JSON-LD route identity."
